# BUSCO version is: 6.0.0 
# The lineage dataset is: rickettsiales_odb10 (Creation date: 2024-01-08, number of genomes: 34, number of BUSCOs: 364)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
248at766	Duplicated	contig_1165_pilon	3402	5198	+	592.5	472	https://v10-1.orthodb.org/?query=248at766	DNA mismatch repair protein MutL
255at766	Complete	contig_1165_pilon	34020	35816	+	979.8	536	https://v10-1.orthodb.org/?query=255at766	Elongation factor 4
256at766	Complete	contig_1165_pilon	278330	280159	+	956.9	533	https://v10-1.orthodb.org/?query=256at766	GTP-binding protein
257at766	Complete	contig_1165_pilon	557031	558869	+	861.8	455	https://v10-1.orthodb.org/?query=257at766	Peptidase M41
283at766	Complete	contig_1165_pilon	75231	73432	-	953.5	501	https://v10-1.orthodb.org/?query=283at766	Succinate dehydrogenase flavoprotein subunit
286at766	Complete	contig_1165_pilon	792619	795195	+	933.1	667	https://v10-1.orthodb.org/?query=286at766	DNA polymerase I
300at766	Complete	contig_1165_pilon	1012427	1010682	-	673.8	476	https://v10-1.orthodb.org/?query=300at766	ABC transporter type 1, transmembrane domain
311at766	Complete	contig_1165_pilon	46009	48480	+	1051.7	670	https://v10-1.orthodb.org/?query=311at766	Valine--tRNA ligase
312at766	Complete	contig_1165_pilon	210936	209386	-	880.7	475	https://v10-1.orthodb.org/?query=312at766	Cytochrome c oxidase subunit I
322at766	Complete	contig_1165_pilon	896152	894404	-	549.7	433	https://v10-1.orthodb.org/?query=322at766	Heat shock protein 70 family
348at766	Complete	contig_1165_pilon	816169	818070	+	884.0	503	https://v10-1.orthodb.org/?query=348at766	Threonine--tRNA ligase
349at766	Complete	contig_1165_pilon	861594	863516	+	971.0	543	https://v10-1.orthodb.org/?query=349at766	Chaperone protein DnaK
350at766	Complete	contig_1165_pilon	480567	478549	-	1041.0	490	https://v10-1.orthodb.org/?query=350at766	Type IV secretion system protein TraG/VirD4
363at766	Complete	contig_1165_pilon	706032	707684	+	612.4	458	https://v10-1.orthodb.org/?query=363at766	S1 domain
364at766	Complete	contig_1165_pilon	672604	670154	-	1006.9	666	https://v10-1.orthodb.org/?query=364at766	DNA topoisomerase I, type IA
377at766	Complete	contig_1165_pilon	560962	562680	+	698.2	489	https://v10-1.orthodb.org/?query=377at766	potassium transporter
382at766	Complete	contig_1165_pilon	1111097	1112638	+	741.5	408	https://v10-1.orthodb.org/?query=382at766	ATP synthase subunit alpha
383at766	Complete	contig_1165_pilon	787047	788714	+	508.1	372	https://v10-1.orthodb.org/?query=383at766	Peptidase M24
384at766	Complete	contig_1165_pilon	157718	156072	-	626.8	387	https://v10-1.orthodb.org/?query=384at766	Methionine--tRNA ligase
392at766	Complete	contig_1165_pilon	538708	536813	-	880.5	530	https://v10-1.orthodb.org/?query=392at766	Histidine kinase/HSP90-like ATPase
400at766	Complete	contig_1165_pilon	10369	8900	-	666.2	420	https://v10-1.orthodb.org/?query=400at766	Glutamyl-tRNA(Gln) amidotransferase subunit A
404at766	Complete	contig_1165_pilon	435935	434397	-	556.4	356	https://v10-1.orthodb.org/?query=404at766	leucyl aminopeptidase
406at766	Complete	contig_1165_pilon	830818	832734	+	759.2	511	https://v10-1.orthodb.org/?query=406at766	DNA helicase
421at766	Complete	contig_1165_pilon	1003827	1005815	+	795.2	564	https://v10-1.orthodb.org/?query=421at766	DNA ligase
430at766	Complete	contig_1165_pilon	514696	516675	+	622.1	441	https://v10-1.orthodb.org/?query=430at766	RNA polymerase sigma-70
431at766	Complete	contig_1165_pilon	353251	354624	+	501.8	343	https://v10-1.orthodb.org/?query=431at766	Cysteine--tRNA ligase
452at766	Complete	contig_1165_pilon	701821	700496	-	374.4	327	https://v10-1.orthodb.org/?query=452at766	GTPase Der
483at766	Complete	contig_1165_pilon	610291	607949	-	642.6	499	https://v10-1.orthodb.org/?query=483at766	Primosomal protein N'
496at766	Complete	contig_1165_pilon	103805	102003	-	845.3	504	https://v10-1.orthodb.org/?query=496at766	Aspartate--tRNA(Asp/Asn) ligase
498at766	Complete	contig_1165_pilon	96911	95592	-	596.6	359	https://v10-1.orthodb.org/?query=498at766	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
503at766	Complete	contig_1165_pilon	202754	204403	+	648.3	448	https://v10-1.orthodb.org/?query=503at766	GroEL-like apical domain superfamily
514at766	Complete	contig_1165_pilon	855099	853669	-	448.1	318	https://v10-1.orthodb.org/?query=514at766	UbiB domain
538at766	Complete	contig_1165_pilon	785104	787038	+	844.6	530	https://v10-1.orthodb.org/?query=538at766	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
540at766	Complete	contig_1165_pilon	1029790	1028420	-	544.0	373	https://v10-1.orthodb.org/?query=540at766	Dihydrolipoyl dehydrogenase
544at766	Complete	contig_1165_pilon	924257	922722	-	736.6	446	https://v10-1.orthodb.org/?query=544at766	Lysine--tRNA ligase
559at766	Complete	contig_1165_pilon	759717	758440	-	664.0	356	https://v10-1.orthodb.org/?query=559at766	Serine hydroxymethyltransferase
573at766	Complete	contig_1165_pilon	739699	740979	+	429.7	321	https://v10-1.orthodb.org/?query=573at766	Folylpolyglutamate synthase
584at766	Complete	contig_1165_pilon	819883	818630	-	683.7	365	https://v10-1.orthodb.org/?query=584at766	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
592at766	Complete	contig_1165_pilon	337897	336659	-	399.1	322	https://v10-1.orthodb.org/?query=592at766	Cell division protein FtsA
595at766	Complete	contig_1165_pilon	533944	532736	-	542.9	340	https://v10-1.orthodb.org/?query=595at766	5-aminolevulinate synthase
605at766	Complete	contig_1165_pilon	709871	712207	+	594.2	593	https://v10-1.orthodb.org/?query=605at766	Outer membrane protein assembly factor BamA
613at766	Complete	contig_1165_pilon	717848	719191	+	523.9	373	https://v10-1.orthodb.org/?query=613at766	Signal recognition particle protein
620at766	Complete	contig_1165_pilon	65405	64233	-	439.6	322	https://v10-1.orthodb.org/?query=620at766	poly(A) polymerase
624at766	Complete	contig_1165_pilon	303683	302232	-	783.4	408	https://v10-1.orthodb.org/?query=624at766	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
634at766	Complete	contig_1165_pilon	651961	650435	-	784.0	430	https://v10-1.orthodb.org/?query=634at766	Acetyl-coenzyme A carboxyltransferase, C-terminal
646at766	Complete	contig_1165_pilon	725460	726689	+	693.0	359	https://v10-1.orthodb.org/?query=646at766	Cytochrome b
650at766	Complete	contig_1165_pilon	191119	192396	+	513.3	316	https://v10-1.orthodb.org/?query=650at766	Zinc finger, ClpX C4-type
652at766	Complete	contig_1165_pilon	198803	200542	+	681.8	483	https://v10-1.orthodb.org/?query=652at766	Single-stranded-DNA-specific exonuclease RecJ
678at766	Complete	contig_1165_pilon	1116542	1118134	+	633.4	435	https://v10-1.orthodb.org/?query=678at766	HlyD family type I secretion periplasmic adaptor subunit
686at766	Complete	contig_1165_pilon	1041824	1043098	+	488.0	353	https://v10-1.orthodb.org/?query=686at766	peptidase M16
697at766	Complete	contig_1165_pilon	493791	495353	+	530.4	416	https://v10-1.orthodb.org/?query=697at766	Transcription termination/antitermination protein NusA
710at766	Complete	contig_1165_pilon	988550	989968	+	637.5	370	https://v10-1.orthodb.org/?query=710at766	isocitrate dehydrogenase
712at766	Complete	contig_1165_pilon	445646	447313	+	646.3	444	https://v10-1.orthodb.org/?query=712at766	Metallo-beta-lactamase
740at766	Complete	contig_1165_pilon	110682	108976	-	681.6	460	https://v10-1.orthodb.org/?query=740at766	Arginine--tRNA ligase
757at766	Complete	contig_1165_pilon	488665	487283	-	616.6	358	https://v10-1.orthodb.org/?query=757at766	Chromosomal replication initiator protein DnaA
770at766	Complete	contig_1165_pilon	457311	456013	-	531.3	344	https://v10-1.orthodb.org/?query=770at766	Serine--tRNA ligase
786at766	Complete	contig_1165_pilon	859735	861507	+	682.5	467	https://v10-1.orthodb.org/?query=786at766	RNA-binding domain, S1
788at766	Complete	contig_1165_pilon	346375	348492	+	569.1	532	https://v10-1.orthodb.org/?query=788at766	Glycine--tRNA ligase beta subunit
794at766	Complete	contig_1165_pilon	827291	825849	-	502.2	341	https://v10-1.orthodb.org/?query=794at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
803at766	Complete	contig_1165_pilon	267320	265620	-	572.3	433	https://v10-1.orthodb.org/?query=803at766	Membrane protein insertase YidC
805at766	Complete	contig_1165_pilon	993325	992129	-	373.7	290	https://v10-1.orthodb.org/?query=805at766	Succinyl-diaminopimelate desuccinylase
812at766	Complete	contig_1165_pilon	1044828	1043614	-	475.5	308	https://v10-1.orthodb.org/?query=812at766	Queuine tRNA-ribosyltransferase
823at766	Complete	contig_1165_pilon	10759	11985	+	504.3	311	https://v10-1.orthodb.org/?query=823at766	Methylthiotransferase, N-terminal
843at766	Complete	contig_1165_pilon	359622	358198	-	664.8	416	https://v10-1.orthodb.org/?query=843at766	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
857at766	Complete	contig_1165_pilon	730259	729102	-	293.1	282	https://v10-1.orthodb.org/?query=857at766	Beta sliding clamp
872at766	Complete	contig_1165_pilon	655649	654399	-	453.6	295	https://v10-1.orthodb.org/?query=872at766	Citrate synthase
896at766	Complete	contig_1165_pilon	289032	290414	+	483.0	347	https://v10-1.orthodb.org/?query=896at766	Signal transduction response regulator, receiver domain
910at766	Complete	contig_1165_pilon	21772	23166	+	626.8	383	https://v10-1.orthodb.org/?query=910at766	Fumarate hydratase class II
931at766	Complete	contig_1165_pilon	974515	973247	-	553.3	347	https://v10-1.orthodb.org/?query=931at766	Proline--tRNA ligase
933at766	Complete	contig_1165_pilon	829151	827295	-	730.5	510	https://v10-1.orthodb.org/?query=933at766	NADH-plastoquinone oxidoreductase, chain 5
935at766	Complete	contig_1165_pilon	956681	955197	-	416.2	283	https://v10-1.orthodb.org/?query=935at766	Peptidase S1C
947at766	Complete	contig_1165_pilon	624303	623356	-	402.4	268	https://v10-1.orthodb.org/?query=947at766	Ferrochelatase
968at766	Complete	contig_1165_pilon	160385	162133	+	512.6	448	https://v10-1.orthodb.org/?query=968at766	DNA primase
971at766	Complete	contig_1165_pilon	1056063	1054867	-	648.8	376	https://v10-1.orthodb.org/?query=971at766	Cell division protein FtsZ
977at766	Complete	contig_1165_pilon	620652	619162	-	668.7	391	https://v10-1.orthodb.org/?query=977at766	ATP-dependent protease ATPase subunit HslU
982at766	Complete	contig_1165_pilon	1209074	1207902	-	728.9	363	https://v10-1.orthodb.org/?query=982at766	NADH-quinone oxidoreductase subunit D
996at766	Complete	contig_1165_pilon	1227213	1228121	+	294.2	224	https://v10-1.orthodb.org/?query=996at766	Porphobilinogen deaminase
997at766	Complete	contig_1165_pilon	800469	801716	+	665.3	358	https://v10-1.orthodb.org/?query=997at766	Cysteine desulfurase IscS
1004at766	Complete	contig_1165_pilon	295690	296679	+	537.5	281	https://v10-1.orthodb.org/?query=1004at766	ribonucleotide-diphosphate reductase subunit beta
1015at766	Complete	contig_1165_pilon	98341	99321	+	439.2	263	https://v10-1.orthodb.org/?query=1015at766	Pyruvate dehydrogenase E1 component subunit alpha
1023at766	Complete	contig_1165_pilon	260090	259011	-	514.4	279	https://v10-1.orthodb.org/?query=1023at766	Peptide chain release factor 1
1090at766	Complete	contig_1165_pilon	598475	599626	+	484.8	317	https://v10-1.orthodb.org/?query=1090at766	Succinate--CoA ligase 
1132at766	Complete	contig_1165_pilon	1074023	1075159	+	433.1	312	https://v10-1.orthodb.org/?query=1132at766	Pyridoxal phosphate-dependent transferase
1135at766	Complete	contig_1165_pilon	958633	957560	-	378.1	254	https://v10-1.orthodb.org/?query=1135at766	Protein HflK
1146at766	Complete	contig_1165_pilon	1003612	1002290	-	490.2	366	https://v10-1.orthodb.org/?query=1146at766	Glutamate--tRNA ligase
1148at766	Complete	contig_1165_pilon	345532	346371	+	393.8	239	https://v10-1.orthodb.org/?query=1148at766	Glycine--tRNA ligase alpha subunit
1152at766	Complete	contig_1165_pilon	1028333	1027497	-	296.5	229	https://v10-1.orthodb.org/?query=1152at766	Integrase, SAM-like, N-terminal
1181at766	Complete	contig_1165_pilon	616948	615677	-	552.2	350	https://v10-1.orthodb.org/?query=1181at766	Beta-ketoacyl synthase, C-terminal
1190at766	Complete	contig_1165_pilon	120051	119188	-	486.1	255	https://v10-1.orthodb.org/?query=1190at766	Lipoyl synthase
1210at766	Complete	contig_1165_pilon	657818	656832	-	283.4	239	https://v10-1.orthodb.org/?query=1210at766	Integrase, SAM-like, N-terminal
1222at766	Complete	contig_1165_pilon	708744	709862	+	345.5	284	https://v10-1.orthodb.org/?query=1222at766	Zinc metalloprotease
1231at766	Complete	contig_1165_pilon	184323	185696	+	522.8	369	https://v10-1.orthodb.org/?query=1231at766	Dihydrolipoyl dehydrogenase
1269at766	Complete	contig_1165_pilon	722577	721351	-	408.7	324	https://v10-1.orthodb.org/?query=1269at766	Histidine--tRNA ligase
1276at766	Complete	contig_1165_pilon	1064860	1063820	-	304.3	257	https://v10-1.orthodb.org/?query=1276at766	Protein arginine methyltransferase NDUFAF7
1288at766	Complete	contig_1165_pilon	552059	550947	-	466.2	296	https://v10-1.orthodb.org/?query=1288at766	tRNA-specific 2-thiouridylase
1297at766	Complete	contig_1165_pilon	328609	329757	+	359.0	320	https://v10-1.orthodb.org/?query=1297at766	Ubiquinone biosynthesis hydroxylase UbiH/COQ6
1304at766	Complete	contig_1165_pilon	765849	764656	-	589.9	368	https://v10-1.orthodb.org/?query=1304at766	Aminotransferase
1306at766	Complete	contig_1165_pilon	77407	75977	-	519.6	357	https://v10-1.orthodb.org/?query=1306at766	Glutamate--tRNA ligase
1310at766	Complete	contig_1165_pilon	731766	730873	-	347.5	243	https://v10-1.orthodb.org/?query=1310at766	RNA polymerase sigma-70
1331at766	Complete	contig_1165_pilon	409111	410619	+	583.7	423	https://v10-1.orthodb.org/?query=1331at766	Protein translocase subunit SecD
1333at766	Complete	contig_1165_pilon	167395	166565	-	313.6	226	https://v10-1.orthodb.org/?query=1333at766	Putative pyruvate, phosphate dikinase regulatory protein
1338at766	Complete	contig_1165_pilon	893650	894396	+	236.0	171	https://v10-1.orthodb.org/?query=1338at766	Signal peptidase I
1360at766	Complete	contig_1165_pilon	917690	916806	-	319.9	238	https://v10-1.orthodb.org/?query=1360at766	Methionyl-tRNA formyltransferase
1363at766	Complete	contig_1165_pilon	137939	136569	-	473.1	364	https://v10-1.orthodb.org/?query=1363at766	Magnesium transporter MgtE
1365at766	Complete	contig_1165_pilon	20327	21349	+	426.9	273	https://v10-1.orthodb.org/?query=1365at766	GTPase Obg
1379at766	Complete	contig_1165_pilon	688889	689869	+	442.3	276	https://v10-1.orthodb.org/?query=1379at766	Holliday junction ATP-dependent DNA helicase RuvB
1393at766	Complete	contig_1165_pilon	1066455	1065625	-	329.9	206	https://v10-1.orthodb.org/?query=1393at766	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
1409at766	Complete	contig_1165_pilon	742534	743601	+	561.1	301	https://v10-1.orthodb.org/?query=1409at766	Protein RecA
1412at766	Complete	contig_1165_pilon	1105794	1107122	+	473.3	354	https://v10-1.orthodb.org/?query=1412at766	Protein translocase subunit SecY
1425at766	Complete	contig_1165_pilon	1212732	1213610	+	377.3	234	https://v10-1.orthodb.org/?query=1425at766	Tetrahydrofolate dehydrogenase/cyclohydrolase
1437at766	Complete	contig_1165_pilon	684843	686093	+	508.8	334	https://v10-1.orthodb.org/?query=1437at766	Tyrosine--tRNA ligase
1440at766	Complete	contig_1165_pilon	66552	67646	+	492.1	303	https://v10-1.orthodb.org/?query=1440at766	Ribosome-binding ATPase YchF
1446at766	Complete	contig_1165_pilon	273400	271325	-	510.5	447	https://v10-1.orthodb.org/?query=1446at766	Cytochrome c-type biogenesis protein
1454at766	Complete	contig_1165_pilon	458583	459545	+	472.4	265	https://v10-1.orthodb.org/?query=1454at766	tRNA-dihydrouridine synthase
1476at766	Complete	contig_1165_pilon	695488	694022	-	483.4	421	https://v10-1.orthodb.org/?query=1476at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
1477at766	Complete	contig_1165_pilon	342569	343594	+	559.9	312	https://v10-1.orthodb.org/?query=1477at766	NADH-quinone oxidoreductase subunit H
1483at766	Complete	contig_1165_pilon	1013909	1013118	-	271.0	208	https://v10-1.orthodb.org/?query=1483at766	Prolipoprotein diacylglyceryl transferase
1490at766	Complete	contig_1165_pilon	1098889	1099713	+	417.3	248	https://v10-1.orthodb.org/?query=1490at766	Ribosomal protein L2
1503at766	Complete	contig_1165_pilon	1053545	1052757	-	378.9	214	https://v10-1.orthodb.org/?query=1503at766	Succinate dehydrogenase iron-sulfur subunit
1527at766	Complete	contig_1165_pilon	660013	658949	-	282.9	265	https://v10-1.orthodb.org/?query=1527at766	AI-2E family transporter
1528at766	Complete	contig_1165_pilon	1024842	1025780	+	408.9	256	https://v10-1.orthodb.org/?query=1528at766	Pyridine nucleotide-disulphide oxidoreductase, class-II
1530at766	Complete	contig_1165_pilon	257355	256426	-	311.3	260	https://v10-1.orthodb.org/?query=1530at766	permease
1541at766	Complete	contig_1165_pilon	767440	768156	+	255.9	203	https://v10-1.orthodb.org/?query=1541at766	CBS domain
1547at766	Complete	contig_1165_pilon	1048994	1048224	-	311.8	197	https://v10-1.orthodb.org/?query=1547at766	DNA-binding response regulator
1557at766	Complete	contig_1165_pilon	268833	267955	-	267.9	205	https://v10-1.orthodb.org/?query=1557at766	Protein-export membrane protein SecF
1561at766	Complete	contig_1165_pilon	972510	971002	-	416.9	347	https://v10-1.orthodb.org/?query=1561at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
1564at766	Complete	contig_1165_pilon	1236465	1237325	+	273.4	227	https://v10-1.orthodb.org/?query=1564at766	Elongation factor Ts
1570at766	Complete	contig_1165_pilon	1235636	1236484	+	345.1	213	https://v10-1.orthodb.org/?query=1570at766	Ribosomal protein S2
1578at766	Complete	contig_1165_pilon	1210617	1211900	+	445.4	332	https://v10-1.orthodb.org/?query=1578at766	CNNM, transmembrane domain
1581at766	Complete	contig_1165_pilon	481590	480598	-	537.2	285	https://v10-1.orthodb.org/?query=1581at766	Type IV secretion system protein VirB11
1611at766	Complete	contig_1165_pilon	1226287	1225115	-	515.8	306	https://v10-1.orthodb.org/?query=1611at766	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
1619at766	Complete	contig_1165_pilon	815251	813923	-	490.3	353	https://v10-1.orthodb.org/?query=1619at766	tRNA modification GTPase MnmE
1621at766	Complete	contig_1165_pilon	594848	595672	+	377.4	234	https://v10-1.orthodb.org/?query=1621at766	Coproporphyrinogen oxidase
1637at766	Complete	contig_1165_pilon	728285	729022	+	279.9	205	https://v10-1.orthodb.org/?query=1637at766	tRNA pseudouridine synthase A
1655at766	Complete	contig_1165_pilon	813619	812603	-	409.1	269	https://v10-1.orthodb.org/?query=1655at766	Ferredoxin--NADP reductase
1658at766	Complete	contig_1165_pilon	738305	737619	-	217.0	173	https://v10-1.orthodb.org/?query=1658at766	Thioredoxin-like fold
1673at766	Complete	contig_1165_pilon	411401	410616	-	372.5	224	https://v10-1.orthodb.org/?query=1673at766	Enoyl-
1675at766	Complete	contig_1165_pilon	735305	733704	-	437.6	325	https://v10-1.orthodb.org/?query=1675at766	DNA polymerase III subunit gamma/tau
1683at766	Complete	contig_1165_pilon	211716	210952	-	332.3	211	https://v10-1.orthodb.org/?query=1683at766	cytochrome c oxidase subunit II
1687at766	Complete	contig_1165_pilon	591274	590423	-	314.7	231	https://v10-1.orthodb.org/?query=1687at766	ParB/Sulfiredoxin
1689at766	Complete	contig_1165_pilon	840517	841551	+	369.9	270	https://v10-1.orthodb.org/?query=1689at766	Aspartate-semialdehyde dehydrogenase
1690at766	Complete	contig_1165_pilon	770765	770043	-	321.0	218	https://v10-1.orthodb.org/?query=1690at766	Phosphoribosylaminoimidazole-succinocarboxamide synthase
1696at766	Complete	contig_1165_pilon	1006717	1005854	-	241.7	228	https://v10-1.orthodb.org/?query=1696at766	4-hydroxy-tetrahydrodipicolinate synthase
1701at766	Complete	contig_1165_pilon	630868	629504	-	482.8	311	https://v10-1.orthodb.org/?query=1701at766	Acetyltransferase component of pyruvate dehydrogenase complex
1718at766	Complete	contig_1165_pilon	743789	744481	+	258.8	183	https://v10-1.orthodb.org/?query=1718at766	phosphatidylserine decarboxylase
1733at766	Complete	contig_1165_pilon	911407	910613	-	244.7	175	https://v10-1.orthodb.org/?query=1733at766	NAD kinase
1739at766	Complete	contig_1165_pilon	726689	727816	+	340.6	204	https://v10-1.orthodb.org/?query=1739at766	Cytochrome c-like domain
1740at766	Complete	contig_1165_pilon	1076865	1077872	+	407.4	276	https://v10-1.orthodb.org/?query=1740at766	tRNA N6-adenosine threonylcarbamoyltransferase
1755at766	Complete	contig_1165_pilon	599630	600505	+	485.4	265	https://v10-1.orthodb.org/?query=1755at766	ATP-citrate lyase/succinyl-CoA ligase
1762at766	Complete	contig_1165_pilon	469736	469083	-	274.1	178	https://v10-1.orthodb.org/?query=1762at766	Ribosomal protein L1
1801at766	Complete	contig_1165_pilon	37855	36857	-	526.8	290	https://v10-1.orthodb.org/?query=1801at766	Pyruvate dehydrogenase E1 component subunit beta
1817at766	Complete	contig_1165_pilon	807992	807291	-	292.4	208	https://v10-1.orthodb.org/?query=1817at766	ABC transporter, conserved site
1841at766	Complete	contig_1165_pilon	291580	290858	-	243.3	200	https://v10-1.orthodb.org/?query=1841at766	DNA repair protein RecO
1853at766	Complete	contig_1165_pilon	581171	579942	-	474.7	340	https://v10-1.orthodb.org/?query=1853at766	membrane protein
1875at766	Complete	contig_1165_pilon	810948	811856	+	393.9	270	https://v10-1.orthodb.org/?query=1875at766	3-oxoacyl-
1882at766	Complete	contig_1165_pilon	141257	140499	-	235.7	185	https://v10-1.orthodb.org/?query=1882at766	ABC transporter, conserved site
1891at766	Complete	contig_1165_pilon	436637	435996	-	187.7	168	https://v10-1.orthodb.org/?query=1891at766	Intradiol ring-cleavage dioxygenase, core
1893at766	Complete	contig_1165_pilon	766935	765919	-	357.8	260	https://v10-1.orthodb.org/?query=1893at766	Uroporphyrinogen decarboxylase
1894at766	Complete	contig_1165_pilon	770840	771550	+	290.4	191	https://v10-1.orthodb.org/?query=1894at766	tRNA (guanine-N1-)-methyltransferase, bacteria
1896at766	Complete	contig_1165_pilon	613147	612293	-	413.7	238	https://v10-1.orthodb.org/?query=1896at766	Thymidylate synthase ThyX
1899at766	Complete	contig_1165_pilon	338565	339377	+	331.5	188	https://v10-1.orthodb.org/?query=1899at766	Uracil-DNA glycosylase-like
1914at766	Complete	contig_1165_pilon	911778	912758	+	310.7	234	https://v10-1.orthodb.org/?query=1914at766	Malonyl CoA-acyl carrier protein transacylase
1931at766	Complete	contig_1165_pilon	343587	344582	+	409.7	278	https://v10-1.orthodb.org/?query=1931at766	Delta-aminolevulinic acid dehydratase
1932at766	Complete	contig_1165_pilon	1108621	1109688	+	362.2	258	https://v10-1.orthodb.org/?query=1932at766	DNA-directed RNA polymerase subunit alpha
1940at766	Complete	contig_1165_pilon	370365	369322	-	394.3	270	https://v10-1.orthodb.org/?query=1940at766	Phenylalanine--tRNA ligase alpha subunit
1945at766	Complete	contig_1165_pilon	789614	790258	+	206.6	171	https://v10-1.orthodb.org/?query=1945at766	hydrolase
1983at766	Complete	contig_1165_pilon	498099	498956	+	294.4	224	https://v10-1.orthodb.org/?query=1983at766	4-hydroxybenzoate octaprenyltransferase
2000at766	Complete	contig_1165_pilon	1037529	1036645	-	303.6	235	https://v10-1.orthodb.org/?query=2000at766	GTPase Era
2005at766	Complete	contig_1165_pilon	778445	777828	-	250.9	176	https://v10-1.orthodb.org/?query=2005at766	Octanoyltransferase
2033at766	Complete	contig_1165_pilon	484518	483838	-	199.3	170	https://v10-1.orthodb.org/?query=2033at766	Type IV secretion system protein VirB8
2042at766	Complete	contig_1165_pilon	524399	523584	-	269.5	206	https://v10-1.orthodb.org/?query=2042at766	Virulence factor BrkB
