# BUSCO version is: 6.0.0 
# The lineage dataset is: rickettsiales_odb10 (Creation date: 2024-01-08, number of genomes: 34, number of BUSCOs: 364)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
176at766	Complete	contig_72	79702	77429	-	861.7	573	https://v10-1.orthodb.org/?query=176at766	Polyribonucleotide nucleotidyltransferase
197at766	Complete	contig_72	15698	17719	+	765.1	554	https://v10-1.orthodb.org/?query=197at766	Helicase, C-terminal
216at766	Complete	contig_66	75191	73407	-	1000.2	520	https://v10-1.orthodb.org/?query=216at766	Ribonucleoside-diphosphate reductase
222at766	Complete	contig_66	33841	36435	+	1046.1	665	https://v10-1.orthodb.org/?query=222at766	Aconitate hydratase
246at766	Complete	contig_78	52513	55158	+	1079.3	705	https://v10-1.orthodb.org/?query=246at766	2-oxoglutarate dehydrogenase E1 component
248at766	Complete	contig_78	49823	51640	+	658.4	472	https://v10-1.orthodb.org/?query=248at766	DNA mismatch repair protein MutL
255at766	Complete	contig_52	3730	5526	+	979.8	536	https://v10-1.orthodb.org/?query=255at766	Elongation factor 4
256at766	Complete	contig_119	20447	18618	-	956.9	533	https://v10-1.orthodb.org/?query=256at766	GTP-binding protein
257at766	Complete	contig_70	58653	56815	-	861.8	455	https://v10-1.orthodb.org/?query=257at766	Peptidase M41
283at766	Complete	contig_68	15206	13407	-	953.5	501	https://v10-1.orthodb.org/?query=283at766	Succinate dehydrogenase flavoprotein subunit
286at766	Complete	contig_63	87418	84842	-	933.1	667	https://v10-1.orthodb.org/?query=286at766	DNA polymerase I
300at766	Complete	contig_54	13766	15511	+	673.8	476	https://v10-1.orthodb.org/?query=300at766	ABC transporter type 1, transmembrane domain
311at766	Complete	contig_120	15573	13102	-	1051.7	670	https://v10-1.orthodb.org/?query=311at766	Valine--tRNA ligase
312at766	Complete	contig_69	41473	43023	+	880.7	475	https://v10-1.orthodb.org/?query=312at766	Cytochrome c oxidase subunit I
322at766	Complete	contig_72	90694	88946	-	549.7	433	https://v10-1.orthodb.org/?query=322at766	Heat shock protein 70 family
348at766	Complete	contig_63	62062	60161	-	884.0	503	https://v10-1.orthodb.org/?query=348at766	Threonine--tRNA ligase
349at766	Complete	contig_63	17964	16042	-	971.0	543	https://v10-1.orthodb.org/?query=349at766	Chaperone protein DnaK
350at766	Complete	contig_78	83071	85089	+	1041.0	490	https://v10-1.orthodb.org/?query=350at766	Type IV secretion system protein TraG/VirD4
363at766	Complete	contig_81	41585	43237	+	612.4	458	https://v10-1.orthodb.org/?query=363at766	S1 domain
364at766	Complete	contig_61	5588	3138	-	1006.9	666	https://v10-1.orthodb.org/?query=364at766	DNA topoisomerase I, type IA
377at766	Complete	contig_70	54722	53004	-	698.2	489	https://v10-1.orthodb.org/?query=377at766	potassium transporter
382at766	Complete	contig_69	31098	32639	+	741.5	408	https://v10-1.orthodb.org/?query=382at766	ATP synthase subunit alpha
383at766	Duplicated	contig_63	92950	91283	-	508.1	372	https://v10-1.orthodb.org/?query=383at766	Peptidase M24
383at766	Duplicated	contig_95	7001	8668	+	508.1	372	https://v10-1.orthodb.org/?query=383at766	Peptidase M24
384at766	Complete	contig_108	7045	8691	+	626.8	387	https://v10-1.orthodb.org/?query=384at766	Methionine--tRNA ligase
392at766	Duplicated	contig_78	20231	22126	+	880.5	530	https://v10-1.orthodb.org/?query=392at766	Histidine kinase/HSP90-like ATPase
392at766	Duplicated	contig_82	14555	12660	-	880.5	530	https://v10-1.orthodb.org/?query=392at766	Histidine kinase/HSP90-like ATPase
400at766	Complete	contig_67	4175	5644	+	666.2	420	https://v10-1.orthodb.org/?query=400at766	Glutamyl-tRNA(Gln) amidotransferase subunit A
404at766	Complete	contig_78	124796	126334	+	556.4	356	https://v10-1.orthodb.org/?query=404at766	leucyl aminopeptidase
406at766	Complete	contig_63	45953	44037	-	759.2	511	https://v10-1.orthodb.org/?query=406at766	DNA helicase
421at766	Complete	contig_62	6399	4411	-	795.2	564	https://v10-1.orthodb.org/?query=421at766	DNA ligase
430at766	Complete	contig_78	46167	44215	-	621.6	441	https://v10-1.orthodb.org/?query=430at766	RNA polymerase sigma-70
431at766	Complete	contig_71	7142	5769	-	501.8	343	https://v10-1.orthodb.org/?query=431at766	Cysteine--tRNA ligase
452at766	Complete	contig_82	41582	40257	-	374.4	327	https://v10-1.orthodb.org/?query=452at766	GTPase Der
483at766	Complete	contig_70	6831	9173	+	642.6	499	https://v10-1.orthodb.org/?query=483at766	Primosomal protein N'
496at766	Complete	contig_68	43377	41575	-	845.3	504	https://v10-1.orthodb.org/?query=496at766	Aspartate--tRNA(Asp/Asn) ligase
498at766	Complete	contig_68	36835	35516	-	596.6	359	https://v10-1.orthodb.org/?query=498at766	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
503at766	Complete	contig_98	4133	5782	+	648.3	448	https://v10-1.orthodb.org/?query=503at766	GroEL-like apical domain superfamily
514at766	Complete	contig_63	22141	23571	+	448.1	318	https://v10-1.orthodb.org/?query=514at766	UbiB domain
538at766	Duplicated	contig_63	94893	92959	-	844.6	530	https://v10-1.orthodb.org/?query=538at766	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
538at766	Duplicated	contig_95	5058	6992	+	844.6	530	https://v10-1.orthodb.org/?query=538at766	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
540at766	Complete	contig_89	3838	2468	-	544.0	373	https://v10-1.orthodb.org/?query=540at766	Dihydrolipoyl dehydrogenase
544at766	Complete	contig_72	60654	62189	+	736.6	446	https://v10-1.orthodb.org/?query=544at766	Lysine--tRNA ligase
559at766	Complete	contig_51	2518	1241	-	664.0	356	https://v10-1.orthodb.org/?query=559at766	Serine hydroxymethyltransferase
573at766	Complete	contig_81	76488	77768	+	429.7	321	https://v10-1.orthodb.org/?query=573at766	Folylpolyglutamate synthase
584at766	Complete	contig_63	56858	58111	+	683.7	365	https://v10-1.orthodb.org/?query=584at766	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
592at766	Complete	contig_71	22473	23711	+	399.1	322	https://v10-1.orthodb.org/?query=592at766	Cell division protein FtsA
595at766	Duplicated	contig_78	24994	26202	+	542.9	340	https://v10-1.orthodb.org/?query=595at766	5-aminolevulinate synthase
595at766	Duplicated	contig_82	9792	8584	-	542.9	340	https://v10-1.orthodb.org/?query=595at766	5-aminolevulinate synthase
605at766	Complete	contig_81	45424	47760	+	594.2	593	https://v10-1.orthodb.org/?query=605at766	Outer membrane protein assembly factor BamA
613at766	Complete	contig_81	53401	54744	+	523.9	373	https://v10-1.orthodb.org/?query=613at766	Signal recognition particle protein
620at766	Complete	contig_68	4426	3254	-	439.6	322	https://v10-1.orthodb.org/?query=620at766	poly(A) polymerase
624at766	Complete	contig_66	83275	84726	+	783.4	408	https://v10-1.orthodb.org/?query=624at766	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
634at766	Duplicated	contig_81	38243	36717	-	784.0	430	https://v10-1.orthodb.org/?query=634at766	Acetyl-coenzyme A carboxyltransferase, C-terminal
634at766	Duplicated	contig_84	33168	31642	-	784.0	430	https://v10-1.orthodb.org/?query=634at766	Acetyl-coenzyme A carboxyltransferase, C-terminal
646at766	Complete	contig_81	60751	61980	+	693.0	359	https://v10-1.orthodb.org/?query=646at766	Cytochrome b
650at766	Complete	contig_69	59050	60327	+	513.3	316	https://v10-1.orthodb.org/?query=650at766	Zinc finger, ClpX C4-type
652at766	Complete	contig_98	98	1837	+	681.8	483	https://v10-1.orthodb.org/?query=652at766	Single-stranded-DNA-specific exonuclease RecJ
678at766	Complete	contig_69	36534	38126	+	633.4	435	https://v10-1.orthodb.org/?query=678at766	HlyD family type I secretion periplasmic adaptor subunit
686at766	Complete	contig_89	15770	17044	+	488.0	353	https://v10-1.orthodb.org/?query=686at766	peptidase M16
697at766	Complete	contig_78	69772	68210	-	530.4	416	https://v10-1.orthodb.org/?query=697at766	Transcription termination/antitermination protein NusA
710at766	Complete	contig_62	22972	21536	-	636.5	374	https://v10-1.orthodb.org/?query=710at766	isocitrate dehydrogenase
712at766	Complete	contig_78	118354	116687	-	646.3	444	https://v10-1.orthodb.org/?query=712at766	Metallo-beta-lactamase
740at766	Complete	contig_101	7635	9341	+	681.6	460	https://v10-1.orthodb.org/?query=740at766	Arginine--tRNA ligase
757at766	Complete	contig_78	74919	76301	+	616.6	358	https://v10-1.orthodb.org/?query=757at766	Chromosomal replication initiator protein DnaA
770at766	Complete	contig_78	107118	108416	+	531.3	344	https://v10-1.orthodb.org/?query=770at766	Serine--tRNA ligase
786at766	Complete	contig_63	19823	18051	-	682.5	467	https://v10-1.orthodb.org/?query=786at766	RNA-binding domain, S1
788at766	Complete	contig_71	14018	11901	-	569.1	532	https://v10-1.orthodb.org/?query=788at766	Glycine--tRNA ligase beta subunit
794at766	Complete	contig_63	49478	50920	+	502.2	341	https://v10-1.orthodb.org/?query=794at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
803at766	Complete	contig_41	729	2429	+	572.3	433	https://v10-1.orthodb.org/?query=803at766	Membrane protein insertase YidC
805at766	Complete	contig_62	16687	17835	+	374.0	290	https://v10-1.orthodb.org/?query=805at766	Succinyl-diaminopimelate desuccinylase
812at766	Complete	contig_89	20881	19664	-	475.5	308	https://v10-1.orthodb.org/?query=812at766	Queuine tRNA-ribosyltransferase
823at766	Complete	contig_67	3785	2559	-	504.3	311	https://v10-1.orthodb.org/?query=823at766	Methylthiotransferase, N-terminal
843at766	Complete	contig_71	541	1962	+	664.8	416	https://v10-1.orthodb.org/?query=843at766	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
857at766	Complete	contig_81	67049	65892	-	293.1	282	https://v10-1.orthodb.org/?query=857at766	Beta sliding clamp
872at766	Complete	contig_63	123264	122014	-	453.6	295	https://v10-1.orthodb.org/?query=872at766	Citrate synthase
896at766	Complete	contig_119	9745	8369	-	483.0	347	https://v10-1.orthodb.org/?query=896at766	Signal transduction response regulator, receiver domain
910at766	Complete	contig_85	7159	8550	+	626.8	383	https://v10-1.orthodb.org/?query=910at766	Fumarate hydratase class II
931at766	Complete	contig_72	6260	7528	+	553.3	347	https://v10-1.orthodb.org/?query=931at766	Proline--tRNA ligase
933at766	Complete	contig_63	47618	49474	+	730.5	510	https://v10-1.orthodb.org/?query=933at766	NADH-plastoquinone oxidoreductase, chain 5
935at766	Complete	contig_72	25638	27122	+	416.2	283	https://v10-1.orthodb.org/?query=935at766	Peptidase S1C
947at766	Duplicated	contig_81	10291	9344	-	402.4	268	https://v10-1.orthodb.org/?query=947at766	Ferrochelatase
947at766	Duplicated	contig_84	5216	4269	-	402.4	268	https://v10-1.orthodb.org/?query=947at766	Ferrochelatase
968at766	Complete	contig_108	4378	2630	-	512.6	448	https://v10-1.orthodb.org/?query=968at766	DNA primase
971at766	Complete	contig_89	32107	30911	-	648.8	376	https://v10-1.orthodb.org/?query=971at766	Cell division protein FtsZ
977at766	Duplicated	contig_81	6640	5150	-	668.7	391	https://v10-1.orthodb.org/?query=977at766	ATP-dependent protease ATPase subunit HslU
977at766	Duplicated	contig_84	1565	75	-	668.7	391	https://v10-1.orthodb.org/?query=977at766	ATP-dependent protease ATPase subunit HslU
982at766	Complete	contig_101	12092	10920	-	728.9	363	https://v10-1.orthodb.org/?query=982at766	NADH-quinone oxidoreductase subunit D
996at766	Complete	contig_68	64943	64035	-	294.2	224	https://v10-1.orthodb.org/?query=996at766	Porphobilinogen deaminase
997at766	Complete	contig_63	79577	78330	-	665.3	358	https://v10-1.orthodb.org/?query=997at766	Cysteine desulfurase IscS
1004at766	Complete	contig_119	4437	3448	-	537.5	281	https://v10-1.orthodb.org/?query=1004at766	ribonucleotide-diphosphate reductase subunit beta
1015at766	Complete	contig_68	37931	38911	+	439.2	263	https://v10-1.orthodb.org/?query=1015at766	Pyruvate dehydrogenase E1 component subunit alpha
1023at766	Complete	contig_64	3676	4755	+	514.4	279	https://v10-1.orthodb.org/?query=1023at766	Peptide chain release factor 1
1090at766	Complete	contig_70	18646	17495	-	484.8	317	https://v10-1.orthodb.org/?query=1090at766	Succinate--CoA ligase 
1132at766	Complete	contig_73	33526	34662	+	433.1	312	https://v10-1.orthodb.org/?query=1132at766	Pyridoxal phosphate-dependent transferase
1135at766	Complete	contig_72	23686	24759	+	378.1	254	https://v10-1.orthodb.org/?query=1135at766	Protein HflK
1146at766	Complete	contig_62	6614	7936	+	490.2	366	https://v10-1.orthodb.org/?query=1146at766	Glutamate--tRNA ligase
1148at766	Complete	contig_71	14861	14022	-	393.8	239	https://v10-1.orthodb.org/?query=1148at766	Glycine--tRNA ligase alpha subunit
1152at766	Complete	contig_89	2381	1545	-	296.5	229	https://v10-1.orthodb.org/?query=1152at766	Integrase, SAM-like, N-terminal
1181at766	Complete	contig_81	1446	175	-	552.2	350	https://v10-1.orthodb.org/?query=1181at766	Beta-ketoacyl synthase, C-terminal
1190at766	Complete	contig_75	3239	2376	-	486.1	255	https://v10-1.orthodb.org/?query=1190at766	Lipoyl synthase
1210at766	Complete	contig_63	125433	124447	-	283.4	239	https://v10-1.orthodb.org/?query=1210at766	Integrase, SAM-like, N-terminal
1222at766	Complete	contig_81	44297	45415	+	345.5	284	https://v10-1.orthodb.org/?query=1222at766	Zinc metalloprotease
1231at766	Complete	contig_69	52254	53627	+	522.8	369	https://v10-1.orthodb.org/?query=1231at766	Dihydrolipoyl dehydrogenase
1269at766	Complete	contig_81	57868	56642	-	408.7	324	https://v10-1.orthodb.org/?query=1269at766	Histidine--tRNA ligase
1276at766	Complete	contig_73	24420	23371	-	304.3	257	https://v10-1.orthodb.org/?query=1276at766	Protein arginine methyltransferase NDUFAF7
1288at766	Complete	contig_70	63739	64851	+	466.2	296	https://v10-1.orthodb.org/?query=1288at766	tRNA-specific 2-thiouridylase
1297at766	Complete	contig_71	31761	30613	-	359.0	320	https://v10-1.orthodb.org/?query=1297at766	Ubiquinone biosynthesis hydroxylase UbiH/COQ6
1304at766	Complete	contig_63	119022	120215	+	589.9	368	https://v10-1.orthodb.org/?query=1304at766	Aminotransferase
1306at766	Complete	contig_68	17382	15952	-	519.9	357	https://v10-1.orthodb.org/?query=1306at766	Glutamate--tRNA ligase
1310at766	Complete	contig_81	68555	67662	-	347.5	243	https://v10-1.orthodb.org/?query=1310at766	RNA polymerase sigma-70
1331at766	Complete	contig_66	52857	54365	+	583.7	423	https://v10-1.orthodb.org/?query=1331at766	Protein translocase subunit SecD
1333at766	Complete	contig_80	11321	12151	+	313.6	226	https://v10-1.orthodb.org/?query=1333at766	Putative pyruvate, phosphate dikinase regulatory protein
1338at766	Complete	contig_72	88192	88938	+	236.0	171	https://v10-1.orthodb.org/?query=1338at766	Signal peptidase I
1360at766	Complete	contig_72	67221	68105	+	319.9	238	https://v10-1.orthodb.org/?query=1360at766	Methionyl-tRNA formyltransferase
1363at766	Complete	contig_92	1343	2713	+	473.1	364	https://v10-1.orthodb.org/?query=1363at766	Magnesium transporter MgtE
1365at766	Complete	contig_85	5714	6736	+	426.9	273	https://v10-1.orthodb.org/?query=1365at766	GTPase Obg
1379at766	Duplicated	contig_78	5472	4498	-	442.4	276	https://v10-1.orthodb.org/?query=1379at766	Holliday junction ATP-dependent DNA helicase RuvB
1379at766	Duplicated	contig_82	29311	30285	+	442.4	276	https://v10-1.orthodb.org/?query=1379at766	Holliday junction ATP-dependent DNA helicase RuvB
1393at766	Complete	contig_73	26015	25185	-	329.9	206	https://v10-1.orthodb.org/?query=1393at766	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
1409at766	Complete	contig_93	15403	14336	-	561.1	301	https://v10-1.orthodb.org/?query=1409at766	Protein RecA
1412at766	Complete	contig_69	25795	27123	+	473.3	354	https://v10-1.orthodb.org/?query=1412at766	Protein translocase subunit SecY
1425at766	Complete	contig_101	15750	16628	+	377.3	234	https://v10-1.orthodb.org/?query=1425at766	Tetrahydrofolate dehydrogenase/cyclohydrolase
1437at766	Duplicated	contig_78	9448	8198	-	508.8	334	https://v10-1.orthodb.org/?query=1437at766	Tyrosine--tRNA ligase
1437at766	Duplicated	contig_82	25336	26586	+	508.8	334	https://v10-1.orthodb.org/?query=1437at766	Tyrosine--tRNA ligase
1440at766	Complete	contig_68	5573	6667	+	492.1	303	https://v10-1.orthodb.org/?query=1440at766	Ribosome-binding ATPase YchF
1446at766	Complete	contig_119	25521	27614	+	510.1	447	https://v10-1.orthodb.org/?query=1446at766	Cytochrome c-type biogenesis protein
1454at766	Complete	contig_78	105103	104105	-	472.2	265	https://v10-1.orthodb.org/?query=1454at766	tRNA-dihydrouridine synthase
1476at766	Complete	contig_82	35249	33783	-	483.4	421	https://v10-1.orthodb.org/?query=1476at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
1477at766	Complete	contig_71	17824	16799	-	559.9	312	https://v10-1.orthodb.org/?query=1477at766	NADH-quinone oxidoreductase subunit H
1483at766	Complete	contig_54	12284	13075	+	271.0	208	https://v10-1.orthodb.org/?query=1483at766	Prolipoprotein diacylglyceryl transferase
1490at766	Complete	contig_69	18890	19714	+	417.3	248	https://v10-1.orthodb.org/?query=1490at766	Ribosomal protein L2
1503at766	Complete	contig_89	29589	28801	-	378.9	214	https://v10-1.orthodb.org/?query=1503at766	Succinate dehydrogenase iron-sulfur subunit
1527at766	Complete	contig_63	127628	126564	-	282.9	265	https://v10-1.orthodb.org/?query=1527at766	AI-2E family transporter
1528at766	Complete	contig_54	977	39	-	408.9	256	https://v10-1.orthodb.org/?query=1528at766	Pyridine nucleotide-disulphide oxidoreductase, class-II
1530at766	Complete	contig_64	6411	7340	+	311.3	260	https://v10-1.orthodb.org/?query=1530at766	permease
1541at766	Complete	contig_63	117431	116715	-	255.9	203	https://v10-1.orthodb.org/?query=1541at766	CBS domain
1547at766	Complete	contig_89	25038	24268	-	311.8	197	https://v10-1.orthodb.org/?query=1547at766	DNA-binding response regulator
1557at766	Complete	contig_119	29914	30792	+	267.9	205	https://v10-1.orthodb.org/?query=1557at766	Protein-export membrane protein SecF
1561at766	Complete	contig_72	8380	9888	+	416.9	347	https://v10-1.orthodb.org/?query=1561at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
1564at766	Complete	contig_68	54927	54067	-	273.4	227	https://v10-1.orthodb.org/?query=1564at766	Elongation factor Ts
1570at766	Complete	contig_68	55756	54908	-	345.1	213	https://v10-1.orthodb.org/?query=1570at766	Ribosomal protein S2
1578at766	Complete	contig_101	13635	14918	+	445.4	332	https://v10-1.orthodb.org/?query=1578at766	CNNM, transmembrane domain
1581at766	Complete	contig_78	82048	83040	+	537.2	285	https://v10-1.orthodb.org/?query=1581at766	Type IV secretion system protein VirB11
1611at766	Complete	contig_68	65867	67039	+	515.8	306	https://v10-1.orthodb.org/?query=1611at766	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
1619at766	Complete	contig_63	62980	64308	+	490.3	353	https://v10-1.orthodb.org/?query=1619at766	tRNA modification GTPase MnmE
1621at766	Complete	contig_70	22273	21449	-	377.4	234	https://v10-1.orthodb.org/?query=1621at766	Coproporphyrinogen oxidase
1637at766	Complete	contig_81	63576	64313	+	279.9	205	https://v10-1.orthodb.org/?query=1637at766	tRNA pseudouridine synthase A
1655at766	Complete	contig_63	64612	65628	+	409.1	269	https://v10-1.orthodb.org/?query=1655at766	Ferredoxin--NADP reductase
1658at766	Complete	contig_81	75094	74408	-	217.0	173	https://v10-1.orthodb.org/?query=1658at766	Thioredoxin-like fold
1673at766	Complete	contig_66	55147	54362	-	372.5	224	https://v10-1.orthodb.org/?query=1673at766	Enoyl-
1675at766	Complete	contig_81	72094	70493	-	437.6	325	https://v10-1.orthodb.org/?query=1675at766	DNA polymerase III subunit gamma/tau
1683at766	Complete	contig_69	40693	41457	+	332.3	211	https://v10-1.orthodb.org/?query=1683at766	cytochrome c oxidase subunit II
1687at766	Complete	contig_70	25847	26698	+	314.7	231	https://v10-1.orthodb.org/?query=1687at766	ParB/Sulfiredoxin
1689at766	Complete	contig_63	32122	31088	-	369.9	270	https://v10-1.orthodb.org/?query=1689at766	Aspartate-semialdehyde dehydrogenase
1690at766	Complete	contig_63	114106	114828	+	321.0	218	https://v10-1.orthodb.org/?query=1690at766	Phosphoribosylaminoimidazole-succinocarboxamide synthase
1696at766	Complete	contig_62	3509	4372	+	241.7	228	https://v10-1.orthodb.org/?query=1696at766	4-hydroxy-tetrahydrodipicolinate synthase
1701at766	Duplicated	contig_81	16856	15492	-	482.8	311	https://v10-1.orthodb.org/?query=1701at766	Acetyltransferase component of pyruvate dehydrogenase complex
1701at766	Duplicated	contig_84	11781	10417	-	482.8	311	https://v10-1.orthodb.org/?query=1701at766	Acetyltransferase component of pyruvate dehydrogenase complex
1718at766	Complete	contig_93	14148	13456	-	258.8	183	https://v10-1.orthodb.org/?query=1718at766	phosphatidylserine decarboxylase
1733at766	Complete	contig_72	73352	74146	+	244.7	175	https://v10-1.orthodb.org/?query=1733at766	NAD kinase
1739at766	Complete	contig_81	61980	63107	+	340.6	204	https://v10-1.orthodb.org/?query=1739at766	Cytochrome c-like domain
1740at766	Complete	contig_73	36745	37752	+	407.4	276	https://v10-1.orthodb.org/?query=1740at766	tRNA N6-adenosine threonylcarbamoyltransferase
1755at766	Complete	contig_70	17491	16616	-	485.4	265	https://v10-1.orthodb.org/?query=1755at766	ATP-citrate lyase/succinyl-CoA ligase
1762at766	Complete	contig_78	93914	94567	+	274.1	178	https://v10-1.orthodb.org/?query=1762at766	Ribosomal protein L1
1801at766	Complete	contig_120	26877	27875	+	526.8	290	https://v10-1.orthodb.org/?query=1801at766	Pyruvate dehydrogenase E1 component subunit beta
1817at766	Complete	contig_63	69667	70368	+	292.4	208	https://v10-1.orthodb.org/?query=1817at766	ABC transporter, conserved site
1841at766	Complete	contig_119	7293	8015	+	243.3	200	https://v10-1.orthodb.org/?query=1841at766	DNA repair protein RecO
1853at766	Complete	contig_70	33462	34691	+	474.7	340	https://v10-1.orthodb.org/?query=1853at766	membrane protein
1875at766	Complete	contig_63	67282	66374	-	393.9	270	https://v10-1.orthodb.org/?query=1875at766	3-oxoacyl-
1882at766	Complete	contig_108	23803	24561	+	235.7	185	https://v10-1.orthodb.org/?query=1882at766	ABC transporter, conserved site
1891at766	Complete	contig_78	124094	124735	+	187.7	168	https://v10-1.orthodb.org/?query=1891at766	Intradiol ring-cleavage dioxygenase, core
1893at766	Complete	contig_63	117936	118952	+	357.8	260	https://v10-1.orthodb.org/?query=1893at766	Uroporphyrinogen decarboxylase
1894at766	Complete	contig_63	114031	113321	-	290.4	191	https://v10-1.orthodb.org/?query=1894at766	tRNA (guanine-N1-)-methyltransferase, bacteria
1896at766	Complete	contig_70	2104	2958	+	413.7	238	https://v10-1.orthodb.org/?query=1896at766	Thymidylate synthase ThyX
1899at766	Complete	contig_71	21805	20993	-	331.5	188	https://v10-1.orthodb.org/?query=1899at766	Uracil-DNA glycosylase-like
1914at766	Complete	contig_72	72981	72001	-	310.7	234	https://v10-1.orthodb.org/?query=1914at766	Malonyl CoA-acyl carrier protein transacylase
1931at766	Complete	contig_71	16806	15811	-	409.7	278	https://v10-1.orthodb.org/?query=1931at766	Delta-aminolevulinic acid dehydratase
1932at766	Complete	contig_69	28622	29689	+	362.2	258	https://v10-1.orthodb.org/?query=1932at766	DNA-directed RNA polymerase subunit alpha
1940at766	Complete	contig_66	11059	10016	-	394.3	270	https://v10-1.orthodb.org/?query=1940at766	Phenylalanine--tRNA ligase alpha subunit
1945at766	Duplicated	contig_63	90386	89742	-	206.6	171	https://v10-1.orthodb.org/?query=1945at766	hydrolase
1945at766	Duplicated	contig_95	9565	10209	+	206.6	171	https://v10-1.orthodb.org/?query=1945at766	hydrolase
1983at766	Complete	contig_78	65464	64607	-	294.4	224	https://v10-1.orthodb.org/?query=1983at766	4-hydroxybenzoate octaprenyltransferase
2000at766	Complete	contig_89	11577	10693	-	303.6	235	https://v10-1.orthodb.org/?query=2000at766	GTPase Era
2005at766	Complete	contig_63	106458	107075	+	250.9	176	https://v10-1.orthodb.org/?query=2005at766	Octanoyltransferase
2033at766	Complete	contig_78	79066	79746	+	199.3	170	https://v10-1.orthodb.org/?query=2033at766	Type IV secretion system protein VirB8
2042at766	Complete	contig_78	36245	36970	+	223.1	192	https://v10-1.orthodb.org/?query=2042at766	Virulence factor BrkB
2044at766	Complete	contig_71	23835	24626	+	395.4	224	https://v10-1.orthodb.org/?query=2044at766	Methionine aminopeptidase
2045at766	Complete	contig_44	1144	1884	+	283.3	192	https://v10-1.orthodb.org/?query=2045at766	Transcriptional regulator TACO1-like
2069at766	Complete	contig_71	26120	27001	+	371.1	242	https://v10-1.orthodb.org/?query=2069at766	Ribosomal RNA small subunit methyltransferase H
2070at766	Complete	contig_55	649	1626	+	343.6	250	https://v10-1.orthodb.org/?query=2070at766	Octaprenyl-diphosphate synthase
2073at766	Complete	contig_76	908	1528	+	274.1	166	https://v10-1.orthodb.org/?query=2073at766	3'-5' exonuclease
